"都道府県名","市区町村名","イベント名","開始日","終了日","説明","場所名称","住所","緯度","経度","アクセス方法","URL","備考"
"東京都","豊島区","東京芸術祭芸劇オータムセレクション　山本卓卓×北尾亘『となり街の知らない踊り子』【アーツカウンシル東京事業】","","","現代社会におけるコミュニケーションの行方を独自の手法で描き出す劇作家・山本卓卓と、ドラマ性に満ちたファンタジックなダンスが持ち味の振付家・ダンサー北尾亘がコラボレートした『となり街の知らない踊り子』。日本各地や海外で上演を重ねて好評を得てきた傑作を、新たに“2022年東京版”として上演します。　会場：シアターイースト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","東京芸術祭芸劇オータムセレクション　プルカレーテ演出　佐々木蔵之介主演作品「守銭奴」【アーツカウンシル東京事業】","","","ルーマニアを代表する鬼才演出家シルヴィウ・プルカレーテの「スカーレット・プリンセス」来日公演に続き、同氏演出、日本人俳優による新作を「東京芸術祭」で上演します。2017年「リチャード三世」以来交流を続ける佐々木蔵之介と再びタッグを組み、歌舞伎や文楽等、日本の伝統芸能から得たアイデアも盛り込んだ創造活動が期待される注目の公演です。　演出：シルヴィウ・プルカレーテ
　会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇dance　田中泯ダンス『外は、良寛』","","","孤高のダンサーながら全世界のアーティストからコラボレーション希望が絶えず、いっぽうで存在感ある俳優としても活躍する田中泯。盟友でもある博覧強記のクリエーター松岡正剛と組んで2020年に上演した『村のドン・キホーテ』は各界から絶賛されました。今回は田中泯・松岡正剛コンビにクロスジャンルで活躍する現代美術家の杉本博司を迎えて「良寛」に迫る新作ダンスに挑みます。
会場：プレイハウス","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","宮崎県立芸術劇場主催　東京芸術劇場共催公演「新かぼちゃといもがら物語」シリーズ『神舞の庭』","","","日本を代表する劇作家を招き、宮崎を舞台に“今を生きる”人々の営みから、新しい物語を紡ぐ宮崎発信の創造事業は全国的にも注目を集めています。2020年(令和2年）に新型コロナウイルス感染症の影響で中止となった東京公演に、満を持して挑みます。
　作：長田育恵　演出：立山ひろみ
　会場：シアターウエスト","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","木ノ下歌舞伎オンラインレクチャー","","","令和3（2021）年度に3回配信し、好評を博した、名作歌舞伎の舞台となった江戸・東京の地をテーマとした「歌舞伎ひらき街めぐり」。この企画を継続し、木ノ下歌舞伎主宰・木ノ下裕一の監修によるオンラインレクチャーをおこないます。
　収録：シンフォニースペース、リハーサルルーム他","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","芸劇danceワークショップ『未来の踊りのためのプログラム2022』","","","広く舞踊芸術に関わる創造性を促進するために、より活発な取り組みを提案してきたアーツカウンシル東京のトライアル事業を東京芸術劇場が引き継いで発展的に展開します。「座学」と「ラボラトリー」二つのプログラムを柱とし、ダンス分野にとどまらない表現者を講師として招き、舞踊芸術の将来的な在り方を思考と実践の両輪で見据え、深めていきます。
　会場：リハーサルルーム、水天宮ピット他","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/","ワークショップ"
"東京都","豊島区","東京演劇道場","","","野田秀樹芸術監督が開設した、次代を担う芝居人の育成を目指す俳優や演出家等演劇人の修行・交流の場。国内外から講師を招き、ワークショップ等を継続的に行っていきます。
会場：リハーサルルーム　他","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","レクチャー（技術セミナー）","","","舞台芸術の奥深さやその仕組みを知り、劇場をもっと楽しんでいただくための講座を開催します。舞台技術の実践を見ながら学ぶ講座等、劇場ビギナーから専門家まで、多様な人々へ参加の機会を提供します。
会場：東京芸術劇場内","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","ワークショップ","","","国内外の優れた講師を招き、またはオンラインを活用し、プフェッショナルを目指すワークショップ・ファシリテーターやエデュケーターたちの学びの場を提供します。その成果としてファシリテーターたちは子供や障害者、外国人等、誰もが劇場に親しむための企画を作成し、様々なワークショップや講座を開催します。
　会場：東京芸術劇場内","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/","ワークショップ"
"東京都","豊島区","バックステージツアー／劇場ツアー","","","「バックステージツアー」では、普段は見ることのできない劇場内各所を技術スタッフがご案内します。舞台機構・照明・音響等の体験型デモンストレーション等を行い、知られざる劇場の魅力を発見していただきます。「劇場ツアー」では、劇場見学の他、劇場内の美術品を紹介したり、屋上散策を体験する等、ツアーガイドが劇場のエピソードをたっぷり盛り込みながらご案内します。
　会場：東京芸術劇場内","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","インクルーシブダンス・プロジェクト","","","インクルーシブダンス「東京のはら表現部」連続ワークショップ及び国際障害者交流センター(ビッグ・アイ)との共催による舞台作品「Breakthrough Journey」の上演を通し、障害者の芸術文化活動参加機会を創出し、優れた身体表現力をもつインクルーシブダンスの表現者を育成、障害者と健常者によるインクルーシブな身体表現の価値を発信します。また、「東京のはら表現部」では、障害者による身体表現活動の指導者を育成するため、アウトリーチ活動も行っていきます。","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","ホワイトハンドコーラス","","","「ホワイトハンドコーラス」は、障害の有無にかかわらず子供たち誰もが参加できる音楽活動です。東京芸術劇場が一般社団法人エル・システマジャパン、エル・システマコネクトの2団体と共に事業を実施しています。盲学校に通う子供たちによるコーラスのワークショップ等、視覚や聴覚障害などを持つ子供たちが音楽を通してインクルーシブな表現活動を行います。","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
"東京都","豊島区","社会共生セミナー","","","共生社会の実現のため、芸術文化を通して地域の包摂的環境の推進を図るためにはどうするべきなのか、公立文化施設関係者を主な対象として、レクチャーや講座を実施します。文化による多様な価値観の形成と、それを担う公立文化施設職員の知識習得の場を設けます。","東京芸術劇場","東京都豊島区西池袋1-8-1","35.730068425530845","139.7080697","JR・東京メトロ・東武東上線・西武池袋線池袋駅から徒歩２分","https://www.geigeki.jp/",""
